user,vote,star,date,comments
种花家的小兔兔,0,5,2017-05-18,暂时觉得跟人类简史一样是最好的书
liaojunyu,0,4,2017-05-18,开篇引人入胜，结尾意犹未尽
Mr J,0,4,2017-05-18,这本书其实是很多人文主义者的噩梦，我们的精神与意志，也许不是源自灵魂，而只是源于大脑和神经系统的一些电化学反应而已。人类经历了认知革命、农业革命、工业革命，正在经历信息革命，那么接下来呢？出现长生不老、生物结合机械的神？很悲伤的事，就算有，那也只是权贵的特权罢了。
crab,0,4,2017-05-17,翻译加分
tokki,0,4,2017-05-17,一开始看就觉得作者是基佬 最后去Wikipedia 确认 好有成就感 另外最后看到书后面几百个链接 感觉应该努力把英文作为主力语言了
韩有财,0,4,2017-05-17,赶上这个时代，不知道该喜还是该忧。
布拉德·跳票,8,4,2017-05-17,得知自己就是台计算机，我点上一根烟，陷入了深深的沉思。
不能飞的阿飞,0,4,2017-05-17,说了大家都能看到的未来，回顾了大家也都知道的历史。
殷校长,0,5,2017-05-17,书里讲的未来有点天方夜谭但又让人可以接受，只是真的想象不来，尤其是人文主义灭亡里提到的智人在未来几乎是残废的那三个理由，震惊。说是未来简史，但并没有说出未来是什么样，而只是列出来未来可能会怎么样，但作者也表达了这些可能性也有可能完全不发生。
Liliana.,0,5,2017-05-18,在这书震撼的宏大叙事，却又脉络清晰、细致的描述中，我理解了人类社会价值观的演变，也给了我关于人生在世的意义最系统的梳理，世界观被颠覆。虽然读完难免焦虑，因为现世的努力在未来似乎没有任何意义，但现在的意义，也许就是“在现在”罢。
gaohang,0,5,2017-05-16,毫无疑问，智人是个伟大的物种，让我们永远铭记他们的光辉岁月。阿门。
雨天晒被子,0,4,2017-05-16,灭绝人类的一定是人类，智人到头是智神。
一杯长岛冰茶,0,3,2017-05-16,比照《人类简史》，这部《未来简史》水了，像个碎碎念的大妈，念念东念念西，远低于预期。虽然作者扉页就有谄媚中国读者的嫌疑，还是觉得可读性并不是很高。
浅海没糖,0,3,2017-05-16,观点与前一部有重复之处，内容也并没有凸显“未来”二字，相对而言还是讲过去与现在居多，虽然知古今知未来，但是把大半篇幅用于古今是否有点偏题了呢，何况对于未来讲得既不深刻也不久远，更无说服力，仅当科普读物尚可，比起第一本全程洗脑的高度还是差一大截。
shiliu,0,4,2017-06-03,4星半，关于人文主义的解释很清晰，关于数据主义的预测有点让人觉得可怕。
无脸男,1,5,2017-05-23,让人眼前一亮的书，闪光灯贴着脸的那种亮。
清悠,0,5,2017-07-19,这本书给到的不是预言，而是另一种思维方式，打破认知的感觉
Champion-CNN,0,4,2017-05-16,8.8
Danial,0,4,2017-05-16,读历史能让人更好的活在现在，读未来这种感觉同样强烈，甚至是高一个维度的强烈。想起罗永浩说他创办锤子的目的是自己必须在新科技革命这辆车上，参与创作手机这个终端平台才有这种可能。突然就有种危机感，怕未来的自己是被少数超级人类控制的大多数。
Undo Def,0,3,2017-05-16,第一章的内容比较新颖。后面的可以略读。
月迷津渡,0,5,2017-05-16,作者的对于未来的社会发展很具有前瞻性，值得一读。
Muffin Top,0,5,2017-05-16,人文主义拥护者已被深深洗脑。。。
吹牛大王,0,5,2017-06-22,再一次为作者旷达敏捷的才思所震动
哼哼.竺,0,3,2017-05-16,粗浅的倒推一下，如果数据主义属于数学范畴，数学归于演绎推理，演绎推理归于理性主义，理性主义归于形而上学，形而上强调一部分人类永远无法得知的真理。那么数据主义对人类的归宿是一双无形推进的大手还是老大哥的眼睛，还是EVA里的人类补完计划。
bitonfly,0,4,2017-05-15,人工智能多强大
年年岁岁碎碎念,0,4,2017-05-15,没有人类简史给我的震撼强烈。大概人更擅长总结归纳已发生的事物，对未来更多的是想象与猜测。其实全面人工智能之日，应该就是人类结束之时。当然，你可以说智神是人类的一种新型进化形态，并不是人工智能灭绝了人类，而是智人进化升级为智神。总之，人工智能时代是一个颠覆性的时代！
大牛,0,5,2017-05-15,"人类简史：虚构能力（抽象思维）使人类从动物中脱颖而出；
未来简史：奇点即将到来"
[已注销],0,3,2017-05-15,伪逻辑，不知道怎么评分这么高，这种未来都是建立在伪命题的基础上。
楷楷,0,4,2017-05-15,科技的发展带来的人类价值观崩塌 作者简直是百科全书
WAY,0,5,2017-05-24,也许，生存就是正义
小纯洁。,0,5,2017-05-15,瑕不掩瑜，有很多新的观点想法，让人怀疑人生的一本书。
账号已注销,0,5,2017-08-04,人工智能对人类的威胁，并不是好莱坞电影中的“获得意识，争夺霸权”，而是形成一个高度智能化的社会，让身处其中的绝大部分人的知识和技能迅速被淘汰，沦为经济上的无用阶层，从而只能接受少数精英的统治和奴役。现在人类如何虐杀动物，未来的精英就有可能如此对待庸众。我们该怎么办？
黎明,0,4,2017-07-15,赫拉利使用历史分析法，在《人类简史》中分析智人的物种历史、思想史，在书的最后预言智人的灭绝，在《未来简史》中，深刻分析当代思想史的发展逻辑，描绘、论证了智人灭绝的未来画面。这本书可以让我们深刻理解当代的世界观，学习历史学家看清世界观的方法，不失为一本有水平的好书。
sing,0,3,2017-05-15,不是我的菜，看的很艰难
_王帅傅,0,2,2017-05-14,后面太扯了，异想天开和逻辑谬误，看看就好，别当真，远不及第一本
theworstbcs,0,3,2017-05-21,跟人类简史重合度较高。
失落的一代,0,4,2017-05-14,算法告诉我，我读这本书的时候，前200页，有点困了
milkytree,0,5,2017-10-05,科技带来认知革命，关于人何以为人的精彩思考。
梦游叔叔,0,5,2017-09-02,累
拂袂转枫,0,3,2017-05-14,感觉没有人类简史有一些很好的观点
龙忆然,0,5,2017-05-14,震撼
Heart,0,5,2017-05-14,这是一本预言书，前半部索然无味，请一定要耐着性子看到后半部分，精彩内容都在书的后半本。
一秒钟的一生,0,4,2017-05-14,稍显啰嗦吧
@nt0n1,0,1,2017-05-14,读不了这种类型的书，干货少，逻辑不强，例证既不深刻也不生动，读了7%放弃。
Paddy,0,4,2017-05-14,读起来不如人类简史那么流畅舒服，但是作者的逻辑和脑洞真是叹为观止
🐾Z,0,0,2017-05-14,书的优点和缺点都很明显。优点，作者看待问题的角度清奇但逻辑条理清晰，能够自圆其说的把自己的脑洞串联成一个看似没什么破绽的事实。缺点，脑洞毕竟是脑洞，缺乏严谨性科学性。这书就是社科类书籍里的武侠小说，看书就图个过瘾。而那些看了这书就以为获得了某种宇宙真理的人，和朋友圈里的中老年人其实就是一路人。
大象记性不好,0,5,2017-05-14,感觉是超越人类简史的佳作。不过根据本书所提叙事意识的峰值-终值平均倾向，结论可能要倒个个儿。层层深入，最后三章的高潮简直令人汗毛倒竖。如果大数据和人工智能最终成为了超人类的智能体，人类意识在宇宙中存在的意义在哪里？
啊七,0,5,2017-05-14,拖拉两个月终于看完了，最喜欢第八章！！
xiaoyu2er,0,4,2017-05-14,"科学或者宗教之所以能够成为人们的信仰在于它们能够恰如其分的解释世界。
如果有新的法则可以更好的解释世界那么必然可以取而代之 无论是科技人文主义还是数据主义。
本身生活在科技浪潮中的我们似乎并不担心生活被各种新的主义颠覆
进化在宏观上或许沧海桑田 毕竟还是得一步一步来嘛
好好学习 争取体验更大的世界"
SoundOfSilence,0,4,2017-05-14,富人不会死也真是够可怜的，死亡赋予我们这一生的价值。
Tara,0,5,2017-05-14,尼采说上帝已死。也许在不久的将来人工智能向宇宙发布信息：智人已死。
瘦不了,0,3,2017-05-14,太多概念。。。得消化。。还得再看一遍
茱茰,0,4,2017-05-13,哦哦，原来是这样，挺有道理。哦哦这样的啊，卧槽，原来如此。哦哦哦哦，卧槽卧槽，不得了……
*不可描述*,0,4,2017-05-13,没有上一本好看
十九,0,5,2017-05-28,大数据时代，数据和算法必然是未来的主宰。只是人类具体会如何发展呢？
一小撮,0,4,2017-05-13,"8.5本书大量的内容在人类简史里面已经提到过了。现在是加了很多证据来更加详细的说明。书的最有意思的是在第七章和第八章。讲了人文主义，以及人文主义的缺陷。提到了科技人文主义的发展。第八章的叙事自我和峰终定律比较有趣。"
泡菜,0,5,2017-05-13,信息量大，翻译文字流畅，通俗读物的范本
瞎想学家_大仙,0,1,2017-05-13,作者已然沦为一个社科娱乐记者的水平。
Suer,0,5,2017-05-13,不要因为前 2/3 内容而放弃阅读，好戏在后头
猫猫,1,4,2017-05-13,活好当下，做好自己，末来无法预侧，我们也无法把握。一切顺其自然。
stonexu,0,5,2017-05-13,又一本颠覆既有思想的书。以战争，饥荒，瘟疫为主旋律延绵迄今的人类史即将结束，我们处于历史变革的时期，未来的发展充满偶然性。
Orange,0,5,2017-05-13,先看了一大半的《人类简史》，后看了这本《未来简史》，果然是书非借不能读也，借来的读完倒是很快。与其说未来简史在设想未来，不如说他在总结过去从而推理未来。未来什么样子，我们并不知道，只知道赫拉利把他想象的未来言之有理的畅想出来了。
陇外大坑,0,5,2017-05-13,对未来的预测大胆而又突进，同时提醒你踩着刹车，别冲到头白白失望，身后也所剩无几。
菲林,0,0,2017-05-12,前面半数以上的章节都像是人类简史的内容 看待事物的态度很容易受书的内容影响 可是对于数据统治世界 还是没有那么大的共鸣感 能改变固有思维可以有所启发的还是本很好的书 最直观的改变是 我对所有固有的存在有了质疑 学会了去问为什么
何必,0,2,2017-05-12,"虽说未来，却是历史，夹杂了人文主义，宗教信仰，更多的是过往事件的阐述。
最令人惊愕的在于，生物是数据，生命是算法。

17.05.12 未来简史"
风车橘子,0,3,2017-05-12,未来已来，从智人到智神，生命变成数据处理，数据算法统治下阶级分明的人类，意识和智能分离，会有怎样的变化？
等待雪倾城,0,4,2017-05-12,对于一个近来日日疲惫不堪的劳动者而言，倒真的挺期待书中描述的，人工智能取代大部分现代工作岗位的那天。未来啊，未来，未知又迷人的未来。
萨瓦迪卡,0,2,2017-05-12,"看了三分之一了，也没见怎么说未来会怎么样？
全都在讲过去，从过去到现在的进化；全球的形式：那我还不如仔细研究下全球通史…哎，差评！找不到想要了解的东西！"
咸鱼泡饭,0,4,2017-05-12,比起人类简史，感觉水了一点。。。
sadless,0,5,2017-05-12,想象力丰富又如此符合逻辑 文字机警 举例又都贱贱的 是个非常迷人的Gay历史学家呀。本书翻译功力一流。
海,0,5,2017-05-12,从智人到神人。
jdy一念百花开,0,4,2017-05-12,一点都不枯燥，一种新的思维的讨论。强推。
慌得要死,0,4,2017-05-12,我是从第三部分开始看的，之前的内容与《人类简史》似乎差不多。作者这部书里延伸了上部求里的推测，从三个可能的方向明确到第三种，数据，云，就像《黑镜3》San Junipero一样，不过更胜一筹
sweetxiao,0,4,2017-05-11,生命真的只是算法吗？意识vs智能。。。赫拉利的书 总是令人内心恐惧
充耳,0,3,2017-05-11,作为一个工作娱乐极度依赖网络的死宅的杂烩爱好者，对这本书有一种基因同步振荡的共鸣，谵妄的布道式文字也提供了酣畅淋漓的阅读快感（译文还是有问题），但对里面的论证持谨慎的怀疑。马克思预测脱离现实世界，除了预言干预之外，一个可能是马克思对人心的认识未必有足够的深入。把复杂世界简化成几种模型是盲人摸象，何况本书最大立论是生物即算法，而意识为何物仍然未知。另外对强人工智能过分科幻式的阐述，多了一份危言耸听，消弱了严谨。
未姐,0,4,2017-12-03,说实话，硬着头皮看了一遍深深受到了伤害，等我过几年再看一遍吧
滟濛小姐,0,5,2017-05-11,"初看本书前半部分时很失望，因为内容上一直在重复上一本书人类简史，高度上也并没有突破前一本书，但直到读到第九章开始，我才意识到错怪了作者，作者应该是为了保持全书的系统性，换了一个与人类简史完全不同的叙事逻辑来阐明人类社会未来的走向，比上一本更深刻的是作者对人类意识内心的体悟和分析，最终宏观上走向算法和数据流的见解让我醍醐灌顶，我们没办法真正预测未来，没有人知道三十年后人类社会的职业，家庭，以及生态的具体变化，虽然看到data主宰世界的时候我们难免恐慌，但我们现在唯一能做的只有不能停歇的学习，尽量在智神变革来临的时候不被洗牌淘汰。
"
我真的没文化,0,3,2017-05-11,【知识如果不能改变人的行为就没有价值。一旦改变行为，其本身也就立刻失去意义。这本书看完让我想睡觉== 当作讲故事的口水书读蛮好的，和《人类简史》有相当的重叠之处】
斑驳,0,5,2017-05-11,三观不断重组中。
梅花兎,0,4,2017-05-11,《人类简史》后我希望人类可以复原长毛象，可《未来简史》后感到一阵阵失落，一旦人类对网络不再能发挥重要功能，就会发现自己到头来也不是造物的巅峰，我们自己设定的标准，会让我们也走上长毛象的灭绝之路，所以复原了长毛象好像也没什么意义，人也就是一坨坨行走的数据，算法可能比我们自己更了解自己；人也并不能预测未来，因为科技并不会带来确定的结果。好在，当万物真能互联的时候，我已经死了。所以，当下，该作就作吧，该high就high吧…
严俨,0,4,2017-05-11,没有前一本《人类简史》精彩
D_Ashlyn,0,1,2017-05-11,绕来绕去搅来搅去 靠毅力啃完 既然是“未来”何来“史”？ 坐飞机磨时间
iH8ns0w,0,2,2017-05-10,这不是未来简史，这只是目光短浅的我们自大的虚构出来的一个不存在的世界
混豆瓣的小哈,0,1,2017-05-10,言之无物，后悔买了这本书
阿碗碗,0,5,2017-05-10,唯有在坠入琐碎日常里，我才会不被之说服。
艾睿思,0,4,2017-05-22,没有人类简史惊艳了 更多是对科技史和科学哲学的演绎推理 
米罗,0,5,2017-05-10,刚看完了，很有意思。作者脑洞奇大且深远。关于未来，这本书的铺垫篇幅过长，竟占4分之3。感觉翻译有点生硬，看的有点费力。
咸鱼金,1,4,2017-08-15,看完了感觉没那么神作，很多观点没有耳目一新，薄薄的万维钢的笔记后来找不到了也就没看。还是给个四星星吧
碧淘子,0,4,2017-05-10,一切预言都从未百分百正确过～但是将一些很多人无法自行梳理出来的思路抛出来可以帮助避免可能的危险～
老萬餛飩,0,0,2017-05-10,该书所带来的震撼力大不如《人类简史》，几乎没有什么新奇的见解。
天行者,0,5,2017-05-10,不予置评
容貌见附件,0,4,2017-05-10,《黑客帝国》《北京折叠》《少数派报告》这些作品里的场景正在逐渐变为现实，但是文艺作品的局限性在于他们试图用现有的伦理来解决未来的问题，科学人文主义、数据主义也是宗教，或许会砸烂旧社会的一切
bifor,1,5,2017-06-07,两本简史的成功与翻译密不可分。
Shemshidin,0,5,2017-05-10,尼采曾说“上帝已死，我们合伙杀死了他。”。不久，杀死上帝的人文，也要随上帝而去了。
小么,0,0,2017-05-10,看完之后特困惑
惊鸿,0,3,2017-05-09,冷饭吵
菜地里狂奔的猪,1,3,2017-05-09,人类简史还不错，这一部被过分评价了，翻了前面后，可以直接跳到第八或者第九章翻一翻。
VisionMining,0,4,2017-07-23,若从未读《人类简史》，该书一定叫人眼前一亮；前几章基本是《人类简史》的回顾（略有不同），后几张逐渐过度到对未来的思考；总体好说，是本好书，值得读；作者一泻千里的想象力令人脑洞大开；另外，林俊宏先生化境般的翻译也为此奇书增色不少。
FMG,0,5,2017-08-10,是本好书，值得一读，和人类简史一起看的，看书的时候，觉得人类真的是很渺小，自己折腾的一生在人类史上不过是弹指一挥，所以这么微不足道的我们就跟应该为自己灿烂的活着。
長生,0,5,2017-07-05,除了意识到系统极其复杂，感受到的更多是深深的无力感，即使是瑞克和莫蒂里的瑞克也没有办法
初三,0,4,2017-05-08,一想到自己可能是一大推数据就有点后怕
鱼🐠,0,4,2017-05-08,前半部分重复人类简史，后面提的问题很具有思考性。不过大数据也好，科技也罢，似乎都是基于已有而预测，那么就少了未知的可能性，这么看来，人还是有非算法的一面的吧。
Que sais-je,0,3,2017-05-08,也讓今日用回憶擁抱著過去，用希望擁抱著將來……。
小焱筅笙,0,2,2017-05-08,人类简史读起来很流畅，这本读不下去，翻翻过。
kazuya,0,3,2017-05-08,地铁读物
eclipse,0,4,2017-05-08,作者的一些观点很犀利，生物包括人类即算法，科学也是“宗教”(信仰)，智能可能比意识更重要(所以无意识的人工智能呢？)，未来人类可能接受机器算法以及极少数掌握算法的超人类统治。最后一条观点是不是出现在很多反乌托邦科幻里面？😂
迷鹿,0,5,2017-05-08,从人类简史到未来简史，一以贯之的是对多元化的认同和尊重。
雾起,0,4,2017-05-08,这本书不如读人类简史感觉震撼，也许是因为有了人类简史的阅读体验，对这本书的风格就不会有那种陌生的震撼了。里面的理论也不觉得那么新奇有趣，而且读下来感觉有点儿散，脉络不太清晰。我觉得我需要再重读一下。
Longueville,0,5,2017-05-08,信数据，得永生。
高祥雲,0,3,2017-05-08,简史无非就想最终导出数据主义才是未来，其实是有道理的，数据很有价值，不分享无价值，我个人还是很认同的，但最终将由大分离产出的超人掌控世界，或许吧，但基础科学领域很难会被超人所带领吧，可能说是超人团队好些吧
Giracesc,0,3,2017-05-08,不如人类简史。
本杰明,0,5,2017-05-07,想到人只是文明的中间环节，并没有什么自命不凡的特别，心里还是充满了失落和悲怆，不过未来还未发生，在这种论调成为现实之前，我表示打心底的拒绝相信。
琥珀,0,4,2017-05-19,知道很多以前不了解的东西，例如23andme，加强了对未来的认识，修正了一些教育理念。检讨书里提到的错过恐惧症。
xisklan,0,5,2017-05-07,相比《人类简史》，此书更通俗，更有阅读感。适合睡前给小朋友读书催眠树立正确的人生观——澈澈已经知道尼安德特人是什么人了？下次再给他读一读什么是认知革命和人文主义
有事起奏,0,4,2017-05-07,个体的体验决定了“我”的意义，但它对社会毫无意义。母蜘蛛被小蜘蛛吃掉。我总觉得科技发展会来到一个大多数人呼喊“等等我”的阶段，而它会把喊话者丢进虚拟现实，让你以为它停了下来，一切按照你的希望进行。事实上这也没什么不好，抛开得知真相的羞愤，人们追求的难道不正是这个吗？（动物福利课可能变成人工智能的必修课，让我们先来为它们打好基础）
东南,0,3,2017-05-07,算是明白了各种主义的不同，宗教已是末日黄花；有这么些人工智能应用算开眼界（准备投百度简历😬）
广东人吃胡建人,0,5,2017-05-07,优秀的科普读物
Snow,0,4,2017-05-07,的确，谁能想到今天帮助士兵增强专注力的头盔，也许在未来的某一天会成为植物人意识康复的护甲；谁能想到今天注射进抑郁症脑部的芯片，也许在未来的某一天会成为痴呆病人记忆唤醒的神经；谁能想到今天人类生命的极限，也许会在未来的某一天尽情延续。
新坑坑,0,5,2017-05-07,"看完感觉存在的意义之类的话题又得重新思考了。
因为知道了以前的想法和做的事情的“稳固的基础”其实并不那么稳固，只是一个符合现在社会状态的临时解释而已。
不过还是很高兴能知道现在和以前非常信赖的基础是怎么发展过来的，以及人本身的一些事情，还有正在发生着的巨大的变革，以及每个人可能在其中扮演的角色。"
stray bird,0,4,2017-05-07,未来的无限可能性
MaxNing,1,5,2017-05-25,现代人的最高愿望：想要永生，想要幸福，想要成为神，这是人类主宰了地球，推翻了各路神，发展科技，向内挖掘过自己的内心后，很真实的、可实现的目标。而信息时代的到来，为如此无敌的人类准备了和以往宗教殊途同归的一种可能性的末日——消融在自由的信息流中。思考视角独特，读起来很有意思。
Garden,0,4,2017-05-07,大数据时代的到来
建人陈贱宇,0,5,2017-05-07,对很久没看书的我来说，非常刷新三观，激发想象。
难忘的夏天,0,5,2017-05-08,未来能有检视
",",0,4,2017-05-06,我觉得好的主要理由是因为印证了我的脑洞～
arfa,0,3,2017-05-06,围绕自由主义，一些简单的观点硬要用复杂的辞藻去堆砌，讲话的方式能简单点不。 这书特适合喜欢掉书袋扯各种主义来装逼的人。 社会人文学的观点书没法通俗的讲故事就是水平不够。
九月说,0,5,2017-05-06,佩服尤瓦尔.赫拉利的脑洞，刷新了对人类的认知。虽然有些观点可能太过危言耸听，但是不失为一本好书，推荐阅读。
reflexionalist,0,5,2017-05-06,参考电影《Transcendence》(https://movie.douban.com/subject/10810745/)
coco❤️,0,4,2017-05-06,好吧，我们以后是机器的宠物
竹取,2,2,2017-05-21,对完全对社会学经济学甚至科技没有了解的人，可以看一看，一旦有一点点基础，就能看出本书的瑕疵非常多，逻辑简单粗暴，结论唐突而没有给予充足证据。
浅蜻蓝,0,0,2017-05-06,对宗教的理解很厉害
Hugo,0,3,2017-06-10,还是觉得作为历史学者，还是好好研究过去，人类简史看下来整个脉络非常清晰，至于这本嘛，不能说难看，但是总觉得作者是不是太过投入学术研究而无暇顾及现实生活？只能说如果没听说过人工智能之类的话（真有这样的现代人的话。。）看着会觉得有新意吧？
爱情与灵药,0,1,2017-05-06,写得真的一般啊，过誉了。
Eazy,0,3,2017-05-06,有大段重复人类简史，精华部分有点少
自怀愁虑周子良,0,2,2017-05-06,超讨厌这种自信的嘴脸呐
lei,0,4,2017-05-06,前边很惊艳，后边就有点强说愁了，算是虎头蛇尾了
Yibo,0,5,2017-05-06,对人文主义，科技人文主义，数据主义的分析令人耳目一新。然而，与其汲汲与一种悲观主义的哀叹，不如继续去解决那些科技尚未解决的问题里。贫穷，死亡，不公仍然充斥整个星球，吾辈任重而道远。
not,0,4,2017-05-06,前两个部分非常好，第三个部分有点sloppy。之前看豆瓣上的短评，发现很多人对这本书评价很低，还觉得很不解，看到第三部分我就懂了…对人工智能和数据的理解可能还是需要一些技术背景吧。相较之下，作者的历史修养就让他在分析人文主义，意识等哲学问题和思潮方面极为出彩。已经预定了“人类简史”，我看大家普遍评价这一本在前两个问题上解释得更详细。不管怎么样，这本书成功的提起了我对意识，感觉，自由主义和新技术革命的兴趣。
1984,0,5,2017-07-10,“智能和意识，究竟哪一个更有价值？” 近几年的书，很少看到注释和引用这么详尽的了。
树叶间的阳光,0,5,2017-05-05,一切皆是算法，很冷血但很有说服力。读完对自己最大的影响是，开始怀疑所谓“内心的自我”的存在，后来一想，即便按照书中的说法，“内心的自我”也是一种算法的外在表现吧。并不想把内心世界的一切都“算法化”，所以，我仍然选择相信并坚持“内心的自我”。
胡胡胡胡胡萝卜,0,5,2017-05-05,读完突然很焦虑，如书中所说的，根据新的科学研究，“自我”和“自由意志”也许并不存在，那一直推动我前进的欲望和意义又是什么，难道只是大脑中的神经元反应？静下来想想，就算如此，我们依然能拥有每个当下，足矣
业余地球人,0,4,2017-05-05,用书里的未来悖论可以归类这本书…充满科幻点子…
简单点好,0,5,2017-07-08,人类只是各种生物算法的集合？非有机算法（如人工智能）比有机算法（包括人类）更高效更有价值，人类是否会被取代？……在这个瞬息万变的时代很难预测未来，但更新信息和拓展思维方式还是很有必要的。书中观点是天方夜谭还是高瞻远瞩，耸人听闻还是振聋发聩？难说。但这确是让我看得很激动的一本书。
my captain,0,5,2017-05-06,人类面临新的挑战，1.生物真的只是算法，而生命也真的只是数据处理吗？2.智能和意识究竟哪一个才更有价值？3.等到无意识但具备高度智能的算法比我们更了解我们自己时，社会，政治，日常生活将会有什么变化？
木兮木有,0,3,2017-05-05,这本书其实没讲什么东西，最重要是作者的思考方式，只能说看这个会打开你的思路吧
sankr,0,5,2017-05-05,一本未来学著作，让思维飘空
whitelights,0,4,2017-05-05,我们并不真的能够控制自己的大脑
宾妮仔~,2,4,2017-05-05,看完一大半，划了大半本书。我后来想了一下，要说见解多独特也不是，但是所谓一气呵成的超长议论文、准确的形容和举例、纵深感的历史观，真是让人能一直看下去。若仅仅从新旧观点论，不谈这本书的纵深感，自然觉得浪费。但是平心而论，如果漫谈未来而从人类的哪个过去谈沉淀、可能，这种角度本身就非常可取。
nahsum,0,4,2017-05-05,"整本书稍微有一些不精简, 但是第一次理解了宗教主义 人文主义 社会主义 资本主义的概念. 作者站在整个人类史的顶层来观察和分析问题, 给以一种新的角度思考一些宏观上的社会问题. 虽然不完全同意作者对于未来的观点, 但是值得一读."
朱凌凌00,0,3,2017-05-05,一个作家的成功，导致了他无限复制成功的结局，必然会有所失望。现代世界分为上下两部，前半部是海权时代，新的交通运输导致大国的崛起，人类打破地理的边界。可是人在自然面前依然孱弱，宗教解决了人的恐慌。下半部是科技和教育的时代，英国的崛起是因为工业革命和君主立宪，加上亚当斯密的自由主义。法国因为自由和启蒙。到了德国就是教育兴国了。自由主义出现不可控，产生了俄国的复兴，社会主义的计划经济导致了大国崛起。但是产生了集权，人民苦难。美国的崛起是两次工业革命加自由民主。人类已经越来越感知到自我的力量，宗教的力量也就极具衰弱。然而自由主义和社会主义的较量还没结束，再下一场应该是科技的较量了
Takk,1,5,2017-05-05,整本书就是引出一个东西然后摆事实介绍，前面八章都是铺垫，举了一大堆例子来说明意识、算法、人文主义等，最后一部分提出了对意识的怀疑然后“预测未来”——在未来世界，富人成为更高级的智人，穷人“灭绝”，律师医生等非制造创意的职业被人工智能取代...数据主义“取代”自由人文主义。还有赫拉利是同志，伊茨克是他的万物互联网。。。
Miao,0,3,2017-05-05,我最期待的还是无人驾驶汽车。另外科技人文主义会成为未来的宗教么？
佳眯,0,5,2017-05-05,跟高中数学老师的世界观不谋而合
rabbit_beauty,0,5,2017-05-05,论述有理有据，逻辑清晰，对未来世界打开了一扇新的大门
呐一慕,1,4,2017-05-12,【2017 49】预见未来
牵象小神,0,3,2017-05-05,在这本书后记中发现了作者是gay的小秘密，这本书给我的震撼不如人类简史，人类过去的历史观点过于唯心，可是到了论述未来时又变得唯物了，有点混乱，但其中不乏一些很精彩的小点，值得一看
龙井,0,5,2017-05-19,兴奋、恐惧、平静......这似乎很适合我们对未来的一些评价，而读这本书让上述感受更为真实。我们只是算法之神掌控下渺小的数据提供者和不起眼的处理芯片。万物皆依靠算法--我也是科技宗教虔诚的信徒，没有狂喜、没有恐惧，平静而积极的去接受未来。
长泽雅痞,0,4,2017-05-05,很好读啊。观点近乎接近阿西莫夫小说，虚实难辨的感觉。如果数年后宇宙万物皆为一系列精密算法，人类的肉体、情感再无存在必要，想想也有些虚无。我才知道我的大部分价值观来源于人文主义，感觉自己还是挺浪漫的。
无名之辈,0,0,2017-05-05,读于2017年
Justin Cui,0,5,2017-05-04,AI的发展使人逐步神化抑或趋于被反噬。
胖胖想做小透明,0,3,2017-05-04,大部分是在分析过去和现在，并没有涉及到未来，没什么新意
东土大乔,0,4,2017-05-04,开启了新的思维方向。算法、叙事自我、意识和智能，宗教和科学。作者得叙述很好，又有人文科学和自然科学素养，有论据，读起来甚是愉快。
最爱醋大宝先生,0,4,2017-05-04,还没读过人类简史，内容挺精彩不枯燥。
歆小宁,0,4,2017-05-04,未来是一套算法吗？这是一个大胆的猜测。互联网把人类文明推向了极致，而极致将走向何方，我们不得而知。自由是个人的、集体的、还是精英的？当人类的生存难题替代了个人生存，个体如何自处。生活当中太多的故事，我们讲的他人讲的，不要误以为那就是生活的意义和绝对的真理。 
TOU-A,0,5,2017-06-03,用数据和算法的方式来理解自己和这个世界。
阿蒙,0,5,2017-05-04,折服于作者的视角的广博和思维的深邃，同时觉得从《人类简史》到《未来简史》，很大一部分成就它的原因也来源于出色的译者。
阿历克斯顿轮,0,4,2017-06-07,一些观点很有意思
瑚琏居士,0,5,2017-05-04,埋头赶路的同时，也要抬起头来看看未来和远方。个体如此，人类也如此。
陈陌,0,4,2017-10-28,重阳节没去爬山，决定去书店看完这本未完待看的书
无冕之王,0,5,2017-05-04,对我来说，是近期看过最震撼的一本书，从不同的角度看世界，看到的是不同的世界。理解世界很难，而世界变化很快，未来何去何从，没有结果。
--张小M,0,4,2017-05-04,相比《人类简史》，这部略显内容偏少。但依旧被作者极强的逻辑思维折服。
易直记得,0,4,2017-05-03,实在话，读完之后不如《人类简史》带来的震撼。但后半部分对未来的理性分析与畅想，着实戳中了我的内心。在未来数据算法的统治下，人类发展至今，依靠的所谓的自由意志是否真的管用？脑洞大开，思路清奇，准备二刷！
赵虞姬,0,3,2017-05-03,看成书时间就不能有啥质量的保证，教授自己在coursera上的人类简史课程比他的书有趣多了（所以是文笔太啰嗦），而关于未来的部分远不如KK的预言书来得透彻，也不如其他关于人工智能的作品来得有技术含量，太鸡肋
我不是打酱油的,0,5,2017-05-03,无论你是否相信他所说的，但请你相信我，你都会有所收获。
Soul2gether,0,5,2017-05-03,智人面临着新的待办议题：永生不老、幸福快乐和成为具有“神性”的人类。从理智上说，数据主义代替人文主义是不可避免的，也是最高效和合理的。但是历史证明，最合理和最高效带来的未必是最好的结局。想想希特勒的进化人文主义，再看看赫胥黎的<美丽新世界>吧。
ifun,0,0,2017-05-03,【F】
abcdefg,0,3,2017-05-17,没有人类简史惊艳
